0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
33 11.53598314 27.34960809 25.95189013 37.79594129 45.22268671 17.12439194 71.23115676 22.62229861 43.44936552 17.74303866 35.45036036 36.48570475 16.04870934 50.52307783 9.95872624 8.834237792 5.996330249 41.45832808 54.27707913 51.68843434 49.10591272 42.27194062 27.38935069 26.00251296 19.17820803 15.05875068 16.59435101 7.419721158 55.77627625 25.44318345 19.18455489 13.96353099 0 11.48403464 13.50764395 18.25227931 7.92332738 6.619501771 69.23162859 13.69547551 13.51582159 18.54980788 31.00137519 15.31805152 48.38635072 20.92127077 29.37104365 35.85638952 15.55616184 22.21479778 28.10048201 27.32814272 22.79028689 19.5612247 14.35375453 18.57511465 38.37369134 11.87881784 10.26242968 22.59468395 14.81222898 50.47223636 46.82209002 18.53730457 53.88589653 18.27101155 31.25694501 49.90995457
34 14.90530512 26.2466838 30.07145001 41.93707251 49.37382934 16.0236191 74.61870749 24.95122434 47.60238378 20.50251487 39.65298204 40.68776523 14.12545151 54.71891609 12.27610661 12.95736769 5.114562441 45.59091245 58.47443082 55.88554843 53.30394463 46.41882876 30.08991454 24.89802841 23.06058005 13.02991786 16.52511936 10.90406944 59.93365123 27.93769398 18.60733735 12.33884728 11.48403464 0 12.17433199 21.24676335 11.71746805 13.72838177 71.89454887 16.65590057 15.47062 17.1083587 35.14206368 18.92997234 52.53186155 24.64056399 33.4755702 40.05159188 15.13992326 21.12986094 27.00058193 26.22661294 21.6975862 18.55291171 11.86489642 21.23950272 42.57370458 17.24475235 16.0224503 25.59872236 17.85382563 54.66921351 51.01627617 17.32080936 58.08362328 17.36196976 33.82710552 54.10375735
35 17.82119745 30.36593677 32.70511945 44.56120247 51.9939976 20.14265385 77.51132737 28.15339525 50.22180005 23.58925735 42.25251848 43.28751698 18.45935503 57.32114144 15.49335632 15.76816184 7.724053234 48.21842327 61.0760437 58.48725758 55.90528207 49.04067386 33.18829817 29.01766043 25.78910944 17.3303701 20.37989493 13.87345888 62.55131729 31.0933721 22.60724648 16.6493768 13.50764395 12.17433199 0 24.27292485 14.5965858 15.98529135 75.00235651 19.68959621 18.74154995 21.30890545 37.76724678 21.77636499 55.15425246 27.43588038 36.11611662 42.6543194 19.086484 25.24479282 31.11910068 30.34552738 25.81436703 22.64982376 15.91713053 24.35394385 45.17429131 19.77209433 18.36607553 28.61484925 20.86200937 57.27097899 53.61917837 21.47250541 60.68508431 21.43773713 36.96136057 56.70680685
36 7.77470058 34.22867892 27.73978331 39.71310198 47.19797255 23.99653661 69.14352078 20.93664316 45.43555602 13.17785319 37.72501586 38.75714456 23.9726632 52.75840896 14.02181006 14.5832323 15.69108228 43.32601322 56.52123301 53.9312034 51.3540313 44.22258013 24.46731435 32.88366663 19.56678534 23.11270827 21.98277324 13.26297626 57.78782602 23.26944969 25.51407061 21.62002751 18.25227931 21.24676335 24.27292485 0 16.13796987 18.65397516 66.72655948 6.355517479 19.95308077 25.87313551 32.91284675 14.54736657 50.32900423 20.38841423 31.06877353 38.08714833 21.43636782 29.07003813 34.9755119 34.20535132 29.65572966 26.31723809 23.2493275 14.4353027 40.63318027 20.30081356 19.39987792 17.88211724 9.152093588 52.71420336 49.04776237 25.58285172 56.13223698 24.91584725 28.91258254 52.13341983
37 9.678862874 26.44874369 25.17853382 37.0580828 44.49914466 16.22157799 69.62193337 20.64995783 42.72854152 15.70072944 34.80155708 35.8361254 15.52348912 49.86454708 7.044842297 5.999847288 4.953035966 40.70825058 53.62076938 51.03177554 48.45060175 41.54234326 25.45281787 25.10237979 18.04848673 14.61765712 15.22061101 3.524778094 55.06180277 23.49166682 18.02459972 13.27319211 7.92332738 11.71746805 14.5965858 16.13796987 0 8.8622449 67.31470762 11.63033359 10.46954341 17.80831898 30.25897905 13.60493 47.65478038 19.50830489 28.57153237 35.19591871 14.33510089 21.30546752 27.19820086 26.42662462 21.88461926 18.61542945 14.36229319 16.47581288 37.72108038 11.22875915 10.91221969 20.64734985 12.82582317 49.81537262 46.16109993 17.68655269 53.23013738 17.27621185 29.31932872 49.24843416
38 11.72829287 29.04069093 25.75499866 37.59195384 45.01428916 18.81465127 71.4019357 23.27856069 43.24016216 18.23325331 35.21993276 36.25554251 17.91557153 50.29563258 10.83411103 8.784743962 8.13859225 41.25810841 54.04900086 51.46045509 48.87755053 42.06543442 27.887327 27.69394117 19.08790086 16.9496278 18.04673278 7.89114461 55.56522317 26.02833657 20.77286881 15.77883088 6.619501771 13.72838177 15.98529135 18.65397516 8.8622449 0 69.7422808 14.10289901 14.74348029 20.31509278 30.7954184 15.37875395 48.18044925 20.91233656 29.17867694 35.62857432 17.08824923 23.90191648 29.7908955 29.01891669 24.47910846 21.2316667 16.3904642 19.11589228 38.14436795 10.32771476 7.850331269 22.9671513 15.17331366 50.24431189 46.59531304 20.2549605 53.65766167 19.92145191 31.80887193 49.68335827
39 59.72758455 84.24913314 78.16654074 90.14118899 97.63801898 74.01425746 115.6831229 58.35892662 95.87767713 62.18363351 88.22148281 89.25288012 74.26825933 103.2470793 65.2134603 66.13315221 66.50545187 93.74395342 107.0114788 104.4212032 101.8449833 94.65744145 60.05111553 82.90469541 70.00233333 73.42320568 71.53657976 64.62431021 108.2346172 53.86362297 75.45532867 71.88781468 69.23162859 71.89454887 75.00235651 66.72655948 67.31470762 69.7422808 0 61.22541366 70.92027031 76.01285025 83.35860621 66.21954547 100.7622436 71.34051075 81.5068521 88.57861669 71.14407099 79.08399983 84.99484896 84.22529139 79.67243599 76.30533232 73.71210814 64.86013295 91.12688432 71.56754192 70.53267752 66.548607 61.04018177 103.2040734 99.53482763 75.65594699 106.6228725 74.88304348 54.04528884 102.6199772
40 2.916300312 29.55479257 22.95705554 34.93328234 42.42025992 19.3223027 64.07673023 15.39038393 40.65822573 6.674126807 32.95776602 33.98977267 19.33572122 47.98975411 9.546105299 10.11927103 11.12702224 38.54440631 51.75287979 49.16280294 46.58581342 39.44396638 18.85469506 28.20985775 14.75076774 18.47751647 17.24504543 8.799196737 53.01137403 17.71507889 20.82931804 16.97976737 13.69547551 16.65590057 19.68959621 6.355517479 11.63033359 14.10289901 61.22541366 0 15.42585611 21.21532568 28.13419244 9.848228525 45.55010285 15.59247294 26.28486688 33.31861809 16.72007646 24.39527324 30.30147438 29.5313954 24.98133625 21.6389711 18.63326317 7.738926561 35.86540767 15.77190672 14.8347739 12.14076119 3.365904314 47.94577653 44.27878665 20.9161011 51.36395851 20.2347415 23.37609936 47.36435978
41 13.82069902 29.3801395 29.782816 41.67408579 49.12104625 19.15161039 73.75295783 24.01879757 47.35153991 19.3420801 39.45354059 40.48777384 18.67502379 54.51254155 9.362326919 11.68519931 9.039824098 45.31922594 58.26964408 55.68051233 53.09987169 46.16173369 29.08024838 28.03418478 22.51717287 17.82375098 17.917228 8.51402889 59.6873411 26.97649564 20.77168101 16.30832313 13.51582159 15.47062 18.74154995 19.95308077 10.46954341 14.74348029 70.92027031 15.42585611 0 20.83092462 34.8755549 17.97769934 52.2733608 23.89528289 33.16802968 39.84375082 17.1017415 24.23207804 30.12880335 29.35765411 24.81331667 21.52076332 17.84238866 20.02163186 42.37154462 17.17082973 16.55841025 24.49187824 16.69796379 54.46403056 50.80814194 20.64247955 57.8792302 20.14895357 32.85814777 53.8952465
42 19.81073212 18.68206855 35.51434757 47.39690019 54.84133191 8.357025814 79.47921258 28.68547435 53.07132767 24.81889536 45.16006319 46.19442154 12.20491244 60.22080163 16.96978661 18.6114161 13.85905546 51.04419473 63.9774837 61.388418 58.80752207 51.88307433 34.26657711 17.32187408 28.32642457 10.83051843 15.2914633 16.33623057 65.40594766 31.86653117 17.05770261 11.76340418 18.54980788 17.1083587 21.30890545 25.87313551 17.80831898 20.31509278 76.01285025 21.21532568 20.83092462 0 40.60115167 24.04113041 57.99505186 29.79740231 38.90675922 45.55283943 11.84769614 13.69498277 19.45830584 18.67227314 14.20729648 11.81300372 15.0839269 25.4882337 48.07877868 23.35274715 22.29964881 30.149065 22.4645378 60.17197696 56.51688272 9.752283447 63.58696546 12.17280159 37.84195094 59.60407284
43 21.65919029 49.12170282 8.032486391 23.44897447 30.87978499 38.8926972 79.51302062 38.3584369 29.15761258 32.57196568 22.65349724 23.68564638 38.47883392 37.55152535 29.81523813 28.77516709 29.6749329 27.11208598 41.36557337 38.76733897 36.22155588 27.96446313 41.56908579 47.77591766 21.48913015 37.56483114 37.42678643 28.07838374 41.64699891 40.4432837 40.61293361 36.23287208 31.00137519 35.14206368 37.76724678 32.91284675 30.25897905 30.7954184 83.35860621 28.13419244 34.8755549 40.60115167 0 26.98637073 34.07324436 29.25209998 18.52847392 22.2886152 36.70253345 43.97191228 49.8700364 49.09906624 44.55381372 41.2560747 37.36073783 34.06408685 25.4730971 32.68117981 30.26207495 35.97857069 28.4444505 37.54380795 33.76693641 40.41481424 40.98937898 39.89640306 45.88086573 36.8567223
44 3.435894564 32.49375972 21.80446257 33.8167044 41.30159124 22.26354499 65.46799027 20.97325772 39.53944336 14.70443967 31.83699167 32.86926033 22.01036237 46.86998218 12.52217682 11.53985667 13.33931942 37.42961685 50.63320562 48.04311118 45.46618593 38.32639235 24.26952529 31.1482898 13.29608936 21.12426311 20.58232089 10.99020556 51.89259659 23.13363195 23.89013158 19.71017093 15.31805152 18.92997234 21.77636499 14.54736657 13.60493 15.37875395 66.21954547 9.848228525 17.97769934 24.04113041 26.98637073 0 44.43278736 12.77642074 25.08836052 32.19221727 19.92738308 27.34034045 33.24148038 32.47084103 27.92380203 24.60915356 21.08338263 16.16872297 34.74458108 16.8210919 15.56184463 18.23614312 10.32638913 46.82605115 43.15868976 23.81050641 50.24430974 23.23085415 28.63396279 46.24444618
45 39.10078402 66.51643326 30.70164843 6.493467489 23.11648954 56.28744175 96.86008191 55.76409162 20.98696297 49.9835349 30.67510318 31.41282261 55.87161927 43.05843042 47.21715833 46.17689678 47.06639568 19.7705905 47.21547091 44.56568429 42.22114061 8.241636135 58.97489246 65.17064435 39.10636446 54.95726619 54.82416672 45.4784225 31.43603598 57.84851269 58.00881188 53.62632851 48.38635072 52.53186155 55.15425246 50.32900423 47.65478038 48.18044925 100.7622436 45.55010285 52.2733608 57.99505186 34.07324436 44.43278736 0 46.73359601 38.02678523 32.85771951 54.09906408 61.3666869 67.26477339 66.49380013 61.94856944 58.65103696 54.75113022 51.47519961 32.97089982 50.07455024 47.64703018 53.39113108 45.86048315 43.33364721 39.12804064 57.80925641 46.92287394 57.29159204 63.28556831 41.91799081
46 8.032600044 38.257836 24.02502606 36.11025642 43.61132127 28.02776422 68.97230172 26.42292755 41.85242364 20.27724998 34.23665909 35.2681176 27.75586959 49.25828079 18.53025233 17.73711771 19.10203844 39.70948447 53.02426118 50.43373249 47.85848207 40.62944106 29.46356875 36.91233146 14.52341482 26.86388635 26.36548901 17.02979775 54.21333962 28.44881146 29.67091704 25.46703638 20.92127077 24.64056399 27.43588038 20.38841423 19.50830489 20.91233656 71.34051075 15.59247294 23.89528289 29.79740231 29.25209998 12.77642074 46.73359601 0 27.23685968 34.57471179 25.70510466 33.10482567 39.00562408 38.23494844 33.68810819 30.37548153 26.79356882 21.86307165 37.13958018 22.51461583 20.85484775 23.49212641 15.81440553 49.21640571 45.54382604 29.57266382 52.63604995 29.0001269 33.8694747 48.62902882
47 19.62587203 47.42168583 11.53080961 27.35452647 34.94701232 37.19258409 77.58680177 36.53807733 33.21887312 30.73179823 26.44754446 27.47439845 36.79198544 41.36592819 28.08184345 27.06588025 28.00254635 30.87892899 45.16195654 42.56666095 40.00972621 31.93646308 39.71733612 46.07592712 18.9656458 35.87998262 35.70811367 26.36678478 45.6627263 38.60837029 38.90579337 34.54214413 29.37104365 33.4755702 36.11611662 31.06877353 28.57153237 29.17867694 81.5068521 26.28486688 33.16802968 38.90675922 18.52847392 25.08836052 38.02678523 27.23685968 0 26.49517264 34.98994077 42.2715938 48.1699675 47.39902572 42.85362447 39.55449532 35.68817985 32.23800608 29.29974186 31.03663342 28.67640426 34.1074425 26.57728449 41.34601948 37.61316781 38.71685258 44.78122508 38.19338102 44.03861045 40.69600327
48 27.0872668 54.08190709 19.47008823 22.78813282 28.91018796 43.85304557 85.02320053 43.51517294 26.89535933 37.75036632 13.72476833 15.06441176 43.41910503 30.21455723 34.82152368 33.74043089 34.59215788 27.62403876 33.94689437 31.3596241 28.76847958 26.5579465 46.78344945 52.73608202 27.21336324 42.50215935 42.41539023 33.05004225 38.74587322 45.62803561 45.58375228 41.17885777 35.85638952 40.05159188 42.6543194 38.08714833 35.19591871 35.62857432 88.57861669 33.31861809 39.84375082 45.55283943 22.2886152 32.19221727 32.85771951 34.57471179 26.49517264 0 41.68186805 48.9325732 54.83031645 54.05930587 49.51427887 46.21864236 42.27980447 39.21777055 16.73715167 37.55102913 35.04607031 41.21119173 33.66104794 30.12298656 26.33864016 45.37188301 33.55163915 44.8611304 51.08055049 29.62157079
49 15.55084906 16.82142813 31.60509888 43.49869993 50.9481804 6.127750899 75.17421935 23.51027368 49.17912333 20.1320129 41.29291348 42.32699277 13.13949957 56.35023866 12.77520206 14.87788473 11.18231546 47.14169187 60.10768714 57.51850128 54.93806998 47.98778106 29.4484395 15.4972703 24.30182514 12.30599602 4.429918699 12.50240646 61.51594586 26.84809981 11.90545546 10.97882429 15.55616184 15.13992326 19.086484 21.43636782 14.33510089 17.08824923 71.14407099 16.72007646 17.1017415 11.84769614 36.70253345 19.92738308 54.09906408 25.70510466 34.98994077 41.68186805 0 11.4505292 17.52726789 16.77941426 12.11572727 8.419760868 14.70702585 20.76238152 44.21031123 19.86726234 18.91212607 25.63220101 17.99829556 56.30199032 52.6454802 10.52941375 59.71735887 8.218877201 32.89175446 55.73247914
50 23.06453588 11.68988811 38.88166363 50.76781949 58.21388506 3.474694975 82.72084204 31.66599273 56.44418759 27.94170179 48.54104022 49.5753083 17.35908948 63.60067323 20.22398629 22.02659531 17.63019963 54.41372153 67.35760377 64.76849922 62.18775383 55.25493464 37.35233927 10.40600108 31.65627207 16.26764051 16.73179166 19.71460614 68.77952116 34.8932276 19.37611436 16.03554564 22.21479778 21.12986094 25.24479282 29.07003813 21.30546752 23.90191648 79.08399983 24.39527324 24.23207804 13.69498277 43.97191228 27.34034045 61.3666869 33.10482567 42.2715938 48.9325732 11.4505292 0 12.33056562 11.60750035 6.312761011 10.08775089 19.72987629 28.59806905 51.45932848 26.85237226 25.83404092 33.32399485 25.65426678 63.55203536 59.89648216 12.9072942 66.96714753 13.11716953 40.88887619 62.98361022
51 28.96761165 3.303925307 44.77993255 56.66593618 64.11193261 6.031379641 88.62443538 37.58070631 62.34222216 33.85033859 54.43873155 55.47300348 23.18445733 69.49841135 26.12694142 27.92280217 23.5115302 60.31189706 73.25533138 70.66622866 68.08547668 61.1530115 43.26256514 3.951151274 37.55612527 22.07794275 22.71337631 25.61236558 74.67752556 40.80597129 25.3139125 21.89564226 28.10048201 27.00058193 31.11910068 34.9755119 27.19820086 29.7908955 84.99484896 30.30147438 30.12880335 19.45830584 49.8700364 33.24148038 67.26477339 39.00562408 48.1699675 54.83031645 17.52726789 12.33056562 0 4.306175411 9.316121029 16.23046672 25.57443615 34.50725039 57.35703788 32.74502396 31.72523527 39.23041542 31.56005577 69.44976555 65.79423162 18.77688081 72.8648721 19.09584606 46.80075763 68.88136244
52 28.19718645 3.808899221 44.00897933 55.89496617 63.34095506 6.196514226 87.85406998 36.81158029 61.57124347 33.08053182 53.66771482 54.70198716 22.4056263 68.72739981 25.35648397 27.15161226 22.73870326 59.54093359 72.48431846 69.89521591 67.31446342 60.38203742 42.49293636 3.165217524 36.78534591 21.29775704 21.95191956 24.84134132 73.90654327 40.0366252 24.54667406 21.12019709 27.32814272 26.22661294 30.34552738 34.20535132 26.42662462 29.01891669 84.22529139 29.5313954 29.35765411 18.67227314 49.09906624 32.47084103 66.49380013 38.23494844 47.39902572 54.05930587 16.77941426 11.60750035 4.306175411 0 8.62990847 15.47838405 24.7977189 33.73750315 56.58602313 31.97344672 30.95350073 38.46036242 30.78993187 68.67875309 65.0232213 17.99927139 72.09385907 18.33086628 46.03131528 68.11035262
53 23.64899299 8.803423111 39.46364021 51.34971749 58.79574742 2.973283497 83.30555963 32.25640617 57.02604326 28.52901194 49.12271886 50.15698883 17.90307348 64.18237603 20.80842345 22.6075302 18.20345886 54.99564988 67.9393011 65.3501974 62.76944862 55.83681211 37.94045819 7.601519963 32.23906591 16.80317754 17.35590549 20.29635327 69.36136126 35.48263337 19.97989011 16.59844576 22.79028689 21.6975862 25.81436703 29.65572966 21.88461926 24.47910846 79.67243599 24.98133625 24.81331667 14.20729648 44.55381372 27.92380203 61.94856944 33.68810819 42.85362447 49.51427887 12.11572727 6.312761011 9.316121029 8.62990847 0 10.81549911 20.28379657 29.18565968 52.04101644 27.43146477 26.41237492 33.91016693 26.24011638 64.13373386 60.47819071 13.48189581 67.54884311 13.74719388 41.47784075 63.56532048
54 20.32371767 15.51779187 36.16509417 48.05201732 55.49842976 5.246962752 79.9777199 28.86849033 53.72879742 25.17356788 45.82737366 46.86162272 15.02429022 60.88677239 17.48182148 19.31944256 14.99774998 51.69762375 64.64375532 62.0546424 59.4739291 52.53933221 34.5766751 14.19054308 28.93173026 14.01771797 13.62811655 16.99911288 66.06428254 32.10531829 16.37930234 13.49567873 19.5612247 18.55291171 22.64982376 26.31723809 18.61542945 21.2316667 76.30533232 21.6389711 21.52076332 11.81300372 41.2560747 24.60915356 58.65103696 30.37548153 39.55449532 46.21864236 8.419760868 10.08775089 16.23046672 15.47838405 10.81549911 0 17.29295648 25.82714961 48.74557123 24.16344636 23.15270511 30.56679052 22.90008755 60.83817383 57.18252294 10.33320979 64.25331176 9.439145194 38.10517115 60.26963824
55 16.99453235 24.8154262 32.28638499 44.155553 51.59411417 14.59117776 76.67763161 26.63878949 49.82300408 22.39426914 41.8824649 42.91714551 11.46469325 56.94718 14.3416262 15.35884881 9.517973164 47.80785346 60.70296373 58.11403923 55.53259834 48.63834516 31.92854733 23.46412645 25.23528001 9.369884175 16.57351375 13.25616499 62.15504835 29.69143428 18.29716908 11.00488224 14.35375453 11.86489642 15.91713053 23.2493275 14.36229319 16.3904642 73.71210814 18.63326317 17.84238866 15.0839269 37.36073783 21.08338263 54.75113022 26.79356882 35.68817985 42.27980447 14.70702585 19.72987629 25.57443615 24.7977189 20.28379657 17.29295648 0 23.11007434 44.80272296 19.76002489 18.53516924 27.56711839 19.84523914 56.89768015 53.24424866 15.77722271 60.31222284 16.32900565 35.60990353 56.33165977
56 10.14074434 33.76118339 28.89885617 40.86068562 48.34244066 23.52720153 69.98698696 17.97011244 46.57941138 8.643996529 38.85258791 39.88487444 23.69707724 53.88812926 14.06348363 15.2615926 15.77985094 44.47623847 57.65044033 55.06049141 52.48300783 45.36834532 22.40351672 32.41656509 20.8568437 22.85174675 21.2085689 13.63499678 58.93022959 20.73973128 24.974741 21.31563048 18.57511465 21.23950272 24.35394385 14.4353027 16.47581288 19.11589228 64.86013295 7.738926561 20.02163186 25.4882337 34.06408685 16.16872297 51.47519961 21.86307165 32.23800608 39.21777055 20.76238152 28.59806905 34.50725039 33.73750315 29.18565968 25.82714961 23.11007434 0 41.76162222 20.90352532 20.01283158 17.97401473 10.20840801 53.84354043 50.17806537 25.14993781 57.26131707 24.40910919 26.6677998 53.26383116
57 29.65433982 56.60862079 22.43177219 23.18347735 28.8893796 46.37977228 87.58897928 46.05866271 26.61610469 40.29620405 3.41715707 4.472630012 45.94400565 22.69613322 37.35280737 36.26864983 37.11511986 28.5287253 26.29647764 23.72475212 21.06498003 26.58380796 49.33149474 55.262792 29.81577484 45.0267821 44.94466776 35.57844958 37.60450049 48.17368947 48.11144827 43.7042965 38.37369134 42.57370458 45.17429131 40.63318027 37.72108038 38.14436795 91.12688432 35.86540767 42.37154462 48.07877868 25.4730971 34.74458108 32.97089982 37.13958018 29.29974186 16.73715167 44.21031123 51.45932848 57.35703788 56.58602313 52.04101644 48.74557123 44.80272296 41.76162222 0 40.07100895 37.55847594 43.76137331 36.21035116 22.44231239 18.48291919 47.89831443 25.8718296 47.3882586 53.62732662 22.26557153
58 13.28235887 31.99556419 27.62783828 39.48352944 46.91156154 21.76844824 73.08361602 25.20571777 45.13855449 19.99179396 37.14817534 38.18350394 21.06580776 52.21996864 12.84643118 9.195191066 11.50364673 43.1448174 55.97428439 53.38558935 50.80326001 43.96032485 29.69339091 30.64919849 20.81394085 20.13182895 20.73967796 9.440462516 57.46627086 27.90306143 23.60989803 18.8644702 11.87881784 17.24475235 19.77209433 20.30081356 11.22875915 10.32771476 71.56754192 15.77190672 17.17082973 23.35274715 32.68117981 16.8210919 50.07455024 22.51461583 31.03663342 37.55102913 19.86726234 26.85237226 32.74502396 31.97344672 27.43146477 24.16344636 19.76002489 20.90352532 40.07100895 0 9.896683887 24.65508463 16.8307106 52.16935475 48.51856645 23.23865333 55.58317964 22.83033208 33.66082603 51.60641937
59 12.10183865 30.97548352 25.24205937 37.06281656 44.47528333 20.74882082 71.66043846 24.26400904 42.699351 19.05027398 34.63156456 35.66776973 19.96820878 49.71394613 12.32887987 9.806670997 10.47109575 40.73740892 53.46589806 50.87757424 48.29381121 41.53066052 28.6708524 29.62896713 18.82090677 19.01397342 19.81452215 9.43555353 55.02026673 26.92114131 22.64566595 17.80487994 10.26242968 16.0224503 18.36607553 19.39987792 10.91221969 7.850331269 70.53267752 14.8347739 16.55841025 22.29964881 30.26207495 15.56184463 47.64703018 20.85484775 28.67640426 35.04607031 18.91212607 25.83404092 31.72523527 30.95350073 26.41237492 23.15270511 18.53516924 20.01283158 37.55847594 9.896683887 0 23.60911679 15.81930837 49.66155386 46.0151268 22.20866864 53.07420803 21.83010712 32.65664655 49.10357738
60 11.0724859 38.48378161 30.78193703 42.76974347 50.26722258 28.25118387 70.14668948 22.28257412 48.50707623 14.61326537 40.85629629 41.88768864 28.27522964 55.88132015 18.73173667 19.15355863 20.09785075 46.37196464 59.64592316 57.05561506 54.47951967 47.28642555 23.59852945 37.13887149 22.45102945 27.41500057 26.14792417 17.89903373 60.86453999 23.77811929 29.76399307 25.92373478 22.59468395 25.59872236 28.61484925 17.88211724 20.64734985 22.9671513 66.548607 12.14076119 24.49187824 30.149065 35.97857069 18.23614312 53.39113108 23.49212641 34.1074425 41.21119173 25.63220101 33.32399485 39.23041542 38.46036242 33.91016693 30.56679052 27.56711839 17.97401473 43.76137331 24.65508463 23.60911679 0 8.484602519 55.83846097 52.16879442 29.84819851 59.25736761 29.16289125 29.06306267 55.25394209
61 3.051828072 30.81329061 23.25443702 35.24082016 42.73430599 20.58099713 63.63693366 15.9532284 40.97346076 6.849991096 33.30433754 34.33597188 20.57225513 48.33198008 10.90815989 11.26803771 12.32949565 38.84642595 52.09604754 49.50582312 46.92940398 39.75523555 18.44736066 29.46831328 14.93279928 19.71046881 18.53211562 10.04781462 53.32934523 17.89245739 22.10230765 18.2236503 14.81222898 17.85382563 20.86200937 9.152093588 12.82582317 15.17331366 61.04018177 3.365904314 16.69796379 22.4645378 28.4444505 10.32638913 45.86048315 15.81440553 26.57728449 33.66104794 17.99829556 25.65426678 31.56005577 30.78993187 26.24011638 22.90008755 19.84523914 10.20840801 36.21035116 16.8307106 15.81930837 8.484602519 0 48.28871368 44.62000469 22.17145581 51.7073595 21.49857153 23.37641819 47.70532038
62 41.72161208 68.7013527 34.46111638 33.7292401 39.27886927 58.47249636 99.64372149 58.13996512 36.82552867 52.37661076 20.43317616 20.04517866 58.03782914 11.11757242 49.44323654 48.36165712 49.21028721 39.37533792 14.319365 11.24894414 9.492407077 36.89705496 61.40920562 67.35552568 41.87697741 57.12076131 57.03585399 47.67091186 46.97098304 60.2532066 60.20360822 55.79781642 50.47223636 54.66921351 57.27097899 52.71420336 49.81537262 50.24431189 103.2040734 47.94577653 54.46403056 60.17197696 37.54380795 46.82605115 43.33364721 49.21640571 41.34601948 30.12298656 56.30199032 63.55203536 69.44976555 68.67875309 64.13373386 60.83817383 56.89768015 53.84354043 22.44231239 52.16935475 49.66155386 55.83846097 48.28871368 0 18.93580505 59.99121968 14.13163197 59.48074449 65.70586771 15.08234066
63 38.04267451 65.04582273 30.6930992 29.54920334 35.03974521 54.81695906 95.95720777 54.47417481 32.56295261 48.70982302 16.81572059 16.40784011 54.38331919 18.76947404 45.78541261 44.70600681 45.55697614 35.26181855 23.46751584 20.69338003 18.7503338 32.68072789 57.74032422 63.69999797 38.18784808 53.46640096 53.37887658 44.01489018 42.66241081 56.58589891 56.5475376 52.14301642 46.82209002 51.01627617 53.61917837 49.04776237 46.16109993 46.59531304 99.53482763 44.27878665 50.80814194 56.51688272 33.76693641 43.15868976 39.12804064 45.54382604 37.61316781 26.33864016 52.6454802 59.89648216 65.79423162 65.0232213 60.47819071 57.18252294 53.24424866 50.17806537 18.48291919 48.51856645 46.0151268 52.16879442 44.62000469 18.93580505 0 56.33585058 23.33355108 55.82498339 62.03774519 16.40183061
64 19.55393013 18.01660777 35.32594835 47.21067688 54.65608481 7.706797342 79.21716921 28.27900153 52.88626404 24.48855978 44.97985483 46.0141593 13.20186046 60.0399327 16.69914533 18.44404954 13.90408885 50.85713931 63.79676336 61.20767442 58.6268686 51.69741347 33.91737367 16.66481115 28.1154958 12.25025559 14.16958927 16.14324847 65.22131098 31.48524021 15.84074103 11.8253667 18.53730457 17.32080936 21.47250541 25.58285172 17.68655269 20.2549605 75.65594699 20.9161011 20.64247955 9.752283447 40.41481424 23.81050641 57.80925641 29.57266382 38.71685258 45.37188301 10.52941375 12.9072942 18.77688081 17.99927139 13.48189581 10.33320979 15.77722271 25.14993781 47.89831443 23.23865333 22.20866864 29.84819851 22.17145581 59.99121968 56.33585058 0 63.40628199 9.742747757 37.47174111 59.42300394
65 45.14300025 72.11645819 37.90529668 37.30671634 42.8722181 61.88760381 103.067216 61.55783066 40.42999741 55.79474128 23.8015786 23.4217442 61.45266092 12.3215327 52.85895526 51.77678883 52.62479637 42.92917377 6.501382103 8.717983862 5.259551705 40.49008605 64.82790329 70.7706313 45.30102492 60.53555304 60.45135053 51.08614537 50.6198298 63.6714816 63.61885869 59.21272588 53.88589653 58.08362328 60.68508431 56.13223698 53.23013738 53.65766167 106.6228725 51.36395851 57.8792302 63.58696546 40.98937898 50.24430974 46.92287394 52.63604995 44.78122508 33.55163915 59.71735887 66.96714753 72.8648721 72.09385907 67.54884311 64.25331176 60.31222284 57.26131707 25.8718296 55.58317964 53.07420803 59.25736761 51.7073595 14.13163197 23.33355108 63.40628199 0 62.89591197 69.1243646 19.77710928
66 18.93533511 18.35889675 34.80459574 46.69240145 54.13920381 8.102988492 78.58871824 27.42947578 52.36964485 23.758913 44.4701636 45.50439111 14.22331642 59.52929797 16.07848304 17.96312253 13.72750296 50.33767542 63.28634077 60.69721867 58.11654131 51.17994094 33.15675389 17.01907807 27.56214097 13.38749625 12.08198034 15.62977192 64.70530084 30.67474206 14.12116739 12.23819118 18.27101155 17.36196976 21.43773713 24.91584725 17.27621185 19.92145191 74.88304348 20.2347415 20.14895357 12.17280159 39.89640306 23.23085415 57.29159204 29.0001269 38.19338102 44.8611304 8.218877201 13.11716953 19.09584606 18.33086628 13.74719388 9.439145194 16.32900565 24.40910919 47.3882586 22.83033208 21.83010712 29.16289125 21.49857153 59.48074449 55.82498339 9.742747757 62.89591197 0 36.67834683 58.912084
